infinitive,English Translation,Irregular,present 1p-s,present 2p-s,present 3p-s,present 1p-p,present 2p-p,present 3p-p,imperfect 1p-s,imperfect 2p-s,imperfect 3p-s,imperfect 1p-p,imperfect 2p-p,imperfect 3p-p,passe simple 1p-s,passe simple 2p-s,passe simple 3p-s,passe simple 1p-p,passe simple 2p-p,passe simple 3p-p,simple future 1p-s,simple future 2p-s,simple future 3p-s,simple future 1p-p,simple future 2p-p,simple future 3p-p,conditional 1p-s,conditional 2p-s,conditional 3p-s,conditional 1p-p,conditional 2p-p,conditional 3p-p,subjunctive 1p-s,subjunctive 2p-s,subjunctive 3p-s,subjunctive 1p-p,subjunctive 2p-p,subjunctive 3p-p,imperfect subjunctive 1p-s,imperfect subjunctive 2p-s,imperfect subjunctive 3p-s,imperfect subjunctive 1p-p,imperfect subjunctive 2p-p,imperfect subjunctive 3p-p,imperative 2p-s,imperative 1p-p,imperative 2p-p,passe compose 1p-s,passe compose 2p-s,passe compose 3p-s,passe compose 1p-p,passe compose 2p-p,passe compose 3p-p,past perfect 1p-s,past perfect 2p-s,past perfect 3p-s,past perfect 1p-p,past perfect 2p-p,past perfect 3p-p,future perfect 1p-s,future perfect 2p-s,future perfect 3p-s,future perfect 1p-p,future perfect 2p-p,future perfect 3p-p,past conditional 1p-s,past conditional 2p-s,past conditional 3p-s,past conditional 1p-p,past conditional 2p-p,past conditional 3p-p,past subjunctive 1p-s,past subjunctive 2p-s,past subjunctive 3p-s,past subjunctive 1p-p,past subjunctive 2p-p,past subjunctive 3p-p,pluperfect subjunctive 1p-s,pluperfect subjunctive 2p-s,pluperfect subjunctive 3p-s,pluperfect subjunctive 1p-p,pluperfect subjunctive 2p-p,pluperfect subjunctive 3p-p,past anterior 1p-s,past anterior 2p-s,past anterior 3p-s,past anterior 1p-p,past anterior 2p-p,past anterior 3p-p,past imperative 2p-s,past imperative 1p-p,past imperative 2p-p,gerund
survenir,to occur,False,surviens,surviens,survient,survenons,survenez,surviennent,survenais,survenais,survenait,survenions,surveniez,survenaient,survins,survins,survint,survînmes,survîntes,survinrent,surviendrai,surviendras,surviendra,surviendrons,surviendrez,surviendront,surviendrais,surviendrais,surviendrait,surviendrions,surviendriez,surviendraient,survienne,surviennes,survienne,survenions,surveniez,surviennent,survinsse,survinsses,survînt,survinssions,survinssiez,survinssent,surviens,survenons,survenez,suis survenu,es survenu,est survenu,sommes survenu,êtes survenu,sont survenu,étais survenu,étais survenu,était survenu,étions survenu,étiez survenu,étaient survenu,serai survenu,seras survenu,sera survenu,serons survenu,serez survenu,seront survenu,serais survenu,serais survenu,serait survenu,serions survenu,seriez survenu,seraient survenu,sois survenu,sois survenu,soit survenu,soyons survenu,soyez survenu,soient survenu,fusse survenu,fusses survenu,fût survenu,fussions survenu,fussiez survenu,fussent survenu,fus survenu,fus survenu,fut survenu,fûmes survenu,fûtes survenu,fûrent survenu,sois survenu,soyons survenu,soyez survenu,survenant
souffler,"to blow, pant",False,souffle,souffles,souffle,soufflons,soufflez,soufflent,soufflais,soufflais,soufflait,soufflions,souffliez,soufflaient,soufflai,soufflas,souffla,soufflâmes,soufflâtes,soufflèrent,soufflerai,souffleras,soufflera,soufflerons,soufflerez,souffleront,soufflerais,soufflerais,soufflerait,soufflerions,souffleriez,souffleraient,souffle,souffles,souffle,soufflions,souffliez,soufflent,soufflasse,soufflasses,soufflât,soufflassions,soufflassiez,soufflassent,souffle,soufflons,soufflez,ai soufflé,as soufflé,a soufflé,avons soufflé,avez soufflé,ont soufflé,avais soufflé,avais soufflé,avait soufflé,avions soufflé,aviez soufflé,avaient soufflé,aurai soufflé,auras soufflé,aura soufflé,aurons soufflé,aurez soufflé,auront soufflé,aurais soufflé,aurais soufflé,aurait soufflé,aurions soufflé,auriez soufflé,auraient soufflé,aie soufflé,aies soufflé,ait soufflé,ayons soufflé,ayez soufflé,aient soufflé,eusse soufflé,eusses soufflé,eût soufflé,eussions soufflé,eussiez soufflé,eussent soufflé,eus soufflé,eus soufflé,eut soufflé,eûmes soufflé,eûtes soufflé,eurent soufflé,aie soufflé,ayons soufflé,ayez soufflé,soufflant
supporter,"to support, endure",False,supporte,supportes,supporte,supportons,supportez,supportent,supportais,supportais,supportait,supportions,supportiez,supportaient,supportai,supportas,supporta,supportâmes,supportâtes,supportèrent,supporterai,supporteras,supportera,supporterons,supporterez,supporteront,supporterais,supporterais,supporterait,supporterions,supporteriez,supporteraient,supporte,supportes,supporte,supportions,supportiez,supportent,supportasse,supportasses,supportât,supportassions,supportassiez,supportassent,supporte,supportons,supportez,ai supporté,as supporté,a supporté,avons supporté,avez supporté,ont supporté,avais supporté,avais supporté,avait supporté,avions supporté,aviez supporté,avaient supporté,aurai supporté,auras supporté,aura supporté,aurons supporté,aurez supporté,auront supporté,aurais supporté,aurais supporté,aurait supporté,aurions supporté,auriez supporté,auraient supporté,aie supporté,aies supporté,ait supporté,ayons supporté,ayez supporté,aient supporté,eusse supporté,eusses supporté,eût supporté,eussions supporté,eussiez supporté,eussent supporté,eus supporté,eus supporté,eut supporté,eûmes supporté,eûtes supporté,eurent supporté,aie supporté,ayons supporté,ayez supporté,supportant
songer,to dream,False,songe,songes,songe,songeons,songez,songent,songeais,songeais,songeait,songions,songiez,songeaient,songeai,songeas,songea,songeâmes,songeâtes,songèrent,songerai,songeras,songera,songerons,songerez,songeront,songerais,songerais,songerait,songerions,songeriez,songeraient,songe,songes,songe,songions,songiez,songent,songeasse,songeasses,songeât,songeassions,songeassiez,songeassent,songe,songeons,songez,ai songé,as songé,a songé,avons songé,avez songé,ont songé,avais songé,avais songé,avait songé,avions songé,aviez songé,avaient songé,aurai songé,auras songé,aura songé,aurons songé,aurez songé,auront songé,aurais songé,aurais songé,aurait songé,aurions songé,auriez songé,auraient songé,aie songé,aies songé,ait songé,ayons songé,ayez songé,aient songé,eusse songé,eusses songé,eût songé,eussions songé,eussiez songé,eussent songé,eus songé,eus songé,eut songé,eûmes songé,eûtes songé,eurent songé,aie songé,ayons songé,ayez songé,songeant
supplier,to beg,False,supplie,supplies,supplie,supplions,suppliez,supplient,suppliais,suppliais,suppliait,suppliions,suppliiez,suppliaient,suppliai,supplias,supplia,suppliâmes,suppliâtes,supplièrent,supplierai,supplieras,suppliera,supplierons,supplierez,supplieront,supplierais,supplierais,supplierait,supplierions,supplieriez,supplieraient,supplie,supplies,supplie,suppliions,suppliiez,supplient,suppliasse,suppliasses,suppliât,suppliassions,suppliassiez,suppliassent,supplie,supplions,suppliez,ai supplié,as supplié,a supplié,avons supplié,avez supplié,ont supplié,avais supplié,avais supplié,avait supplié,avions supplié,aviez supplié,avaient supplié,aurai supplié,auras supplié,aura supplié,aurons supplié,aurez supplié,auront supplié,aurais supplié,aurais supplié,aurait supplié,aurions supplié,auriez supplié,auraient supplié,aie supplié,aies supplié,ait supplié,ayons supplié,ayez supplié,aient supplié,eusse supplié,eusses supplié,eût supplié,eussions supplié,eussiez supplié,eussent supplié,eus supplié,eus supplié,eut supplié,eûmes supplié,eûtes supplié,eurent supplié,aie supplié,ayons supplié,ayez supplié,suppliant
soumettre,to submit,False,soumets,soumets,soumet,soumettons,soumettez,soumettent,soumettais,soumettais,soumettait,soumettions,soumettiez,soumettaient,soumis,soumis,soumit,soumîmes,soumîtes,soumirent,soumettrai,soumettras,soumettra,soumettrons,soumettrez,soumettront,soumettrais,soumettrais,soumettrait,soumettrions,soumettriez,soumettraient,soumette,soumettes,soumette,soumettions,soumettiez,soumettent,soumisse,soumisses,soumît,soumissions,soumissiez,soumissent,soumets,soumettons,soumettez,ai soumis,as soumis,a soumis,avons soumis,avez soumis,ont soumis,avais soumis,avais soumis,avait soumis,avions soumis,aviez soumis,avaient soumis,aurai soumis,auras soumis,aura soumis,aurons soumis,aurez soumis,auront soumis,aurais soumis,aurais soumis,aurait soumis,aurions soumis,auriez soumis,auraient soumis,aie soumis,aies soumis,ait soumis,ayons soumis,ayez soumis,aient soumis,eusse soumis,eusses soumis,eût soumis,eussions soumis,eussiez soumis,eussent soumis,eus soumis,eus soumis,eut soumis,eûmes soumis,eûtes soumis,eurent soumis,aie soumis,ayons soumis,ayez soumis,soumettant
souffrir,to suffer,False,souffre,souffres,souffre,souffrons,souffrez,souffrent,souffrais,souffrais,souffrait,souffrions,souffriez,souffraient,souffris,souffris,souffrit,souffrîmes,souffrîtes,souffrirent,souffrirai,souffriras,souffrira,souffrirons,souffrirez,souffriront,souffrirais,souffrirais,souffrirait,souffririons,souffririez,souffriraient,souffre,souffres,souffre,souffrions,souffriez,souffrent,souffrisse,souffrisses,souffrît,souffrissions,souffrissiez,souffrissent,souffre,souffrons,souffrez,ai souffert,as souffert,a souffert,avons souffert,avez souffert,ont souffert,avais souffert,avais souffert,avait souffert,avions souffert,aviez souffert,avaient souffert,aurai souffert,auras souffert,aura souffert,aurons souffert,aurez souffert,auront souffert,aurais souffert,aurais souffert,aurait souffert,aurions souffert,auriez souffert,auraient souffert,aie souffert,aies souffert,ait souffert,ayons souffert,ayez souffert,aient souffert,eusse souffert,eusses souffert,eût souffert,eussions souffert,eussiez souffert,eussent souffert,eus souffert,eus souffert,eut souffert,eûmes souffert,eûtes souffert,eurent souffert,aie souffert,ayons souffert,ayez souffert,souffrant
sucer,to suck,False,suce,suces,suce,suçons,sucez,sucent,suçais,suçais,suçait,sucions,suciez,suçaient,suçai,suças,suça,suçâmes,suçâtes,sucèrent,sucerai,suceras,sucera,sucerons,sucerez,suceront,sucerais,sucerais,sucerait,sucerions,suceriez,suceraient,suce,suces,suce,sucions,suciez,sucent,suçasse,suçasses,suçât,suçassions,suçassiez,suçassent,suce,suçons,sucez,ai sucé,as sucé,a sucé,avons sucé,avez sucé,ont sucé,avais sucé,avais sucé,avait sucé,avions sucé,aviez sucé,avaient sucé,aurai sucé,auras sucé,aura sucé,aurons sucé,aurez sucé,auront sucé,aurais sucé,aurais sucé,aurait sucé,aurions sucé,auriez sucé,auraient sucé,aie sucé,aies sucé,ait sucé,ayons sucé,ayez sucé,aient sucé,eusse sucé,eusses sucé,eût sucé,eussions sucé,eussiez sucé,eussent sucé,eus sucé,eus sucé,eut sucé,eûmes sucé,eûtes sucé,eurent sucé,aie sucé,ayons sucé,ayez sucé,suçant
souiller,to soil,False,souille,souilles,souille,souillons,souillez,souillent,souillais,souillais,souillait,souillions,souilliez,souillaient,souillai,souillas,souilla,souillâmes,souillâtes,souillèrent,souillerai,souilleras,souillera,souillerons,souillerez,souilleront,souillerais,souillerais,souillerait,souillerions,souilleriez,souilleraient,souille,souilles,souille,souillions,souilliez,souillent,souillasse,souillasses,souillât,souillassions,souillassiez,souillassent,souille,souillons,souillez,ai souillé,as souillé,a souillé,avons souillé,avez souillé,ont souillé,avais souillé,avais souillé,avait souillé,avions souillé,aviez souillé,avaient souillé,aurai souillé,auras souillé,aura souillé,aurons souillé,aurez souillé,auront souillé,aurais souillé,aurais souillé,aurait souillé,aurions souillé,auriez souillé,auraient souillé,aie souillé,aies souillé,ait souillé,ayons souillé,ayez souillé,aient souillé,eusse souillé,eusses souillé,eût souillé,eussions souillé,eussiez souillé,eussent souillé,eus souillé,eus souillé,eut souillé,eûmes souillé,eûtes souillé,eurent souillé,aie souillé,ayons souillé,ayez souillé,souillant
suffire,to suffice,False,suffis,suffis,suffit,suffisons,suffisez,suffisent,suffisais,suffisais,suffisait,suffisions,suffisiez,suffisaient,suffis,suffis,suffit,suffîmes,suffîtes,suffirent,suffirai,suffiras,suffira,suffirons,suffirez,suffiront,suffirais,suffirais,suffirait,suffirions,suffiriez,suffiraient,suffise,suffises,suffise,suffisions,suffisiez,suffisent,suffisse,suffisses,suffît,suffissions,suffissiez,suffissent,suffis,suffisons,suffisez,ai suffi,as suffi,a suffi,avons suffi,avez suffi,ont suffi,avais suffi,avais suffi,avait suffi,avions suffi,aviez suffi,avaient suffi,aurai suffi,auras suffi,aura suffi,aurons suffi,aurez suffi,auront suffi,aurais suffi,aurais suffi,aurait suffi,aurions suffi,auriez suffi,auraient suffi,aie suffi,aies suffi,ait suffi,ayons suffi,ayez suffi,aient suffi,eusse suffi,eusses suffi,eût suffi,eussions suffi,eussiez suffi,eussent suffi,eus suffi,eus suffi,eut suffi,eûmes suffi,eûtes suffi,eurent suffi,aie suffi,ayons suffi,ayez suffi,suffisant
surprendre,to surprise,False,surprends,surprends,surprend,surprenons,surprenez,surprennent,surprenais,surprenais,surprenait,surprenions,surpreniez,surprenaient,surpris,surpris,surprit,surprîmes,surprîtes,surprirent,surprendrai,surprendras,surprendra,surprendrons,surprendrez,surprendront,surprendrais,surprendrais,surprendrait,surprendrions,surprendriez,surprendraient,surprenne,surprennes,surprenne,surprenions,surpreniez,surprennent,surprisse,surprisses,surprît,surprissions,surprissiez,surprissent,surprends,surprenons,surprenez,ai surpris,as surpris,a surpris,avons surpris,avez surpris,ont surpris,avais surpris,avais surpris,avait surpris,avions surpris,aviez surpris,avaient surpris,aurai surpris,auras surpris,aura surpris,aurons surpris,aurez surpris,auront surpris,aurais surpris,aurais surpris,aurait surpris,aurions surpris,auriez surpris,auraient surpris,aie surpris,aies surpris,ait surpris,ayons surpris,ayez surpris,aient surpris,eusse surpris,eusses surpris,eût surpris,eussions surpris,eussiez surpris,eussent surpris,eus surpris,eus surpris,eut surpris,eûmes surpris,eûtes surpris,eurent surpris,aie surpris,ayons surpris,ayez surpris,surprenant
suivre,to follow,False,suis,suis,suit,suivons,suivez,suivent,suivais,suivais,suivait,suivions,suiviez,suivaient,suivis,suivis,suivit,suivîmes,suivîtes,suivirent,suivrai,suivras,suivra,suivrons,suivrez,suivront,suivrais,suivrais,suivrait,suivrions,suivriez,suivraient,suive,suives,suive,suivions,suiviez,suivent,suivisse,suivisses,suivît,suivissions,suivissiez,suivissent,suis,suivons,suivez,ai suivi,as suivi,a suivi,avons suivi,avez suivi,ont suivi,avais suivi,avais suivi,avait suivi,avions suivi,aviez suivi,avaient suivi,aurai suivi,auras suivi,aura suivi,aurons suivi,aurez suivi,auront suivi,aurais suivi,aurais suivi,aurait suivi,aurions suivi,auriez suivi,auraient suivi,aie suivi,aies suivi,ait suivi,ayons suivi,ayez suivi,aient suivi,eusse suivi,eusses suivi,eût suivi,eussions suivi,eussiez suivi,eussent suivi,eus suivi,eus suivi,eut suivi,eûmes suivi,eûtes suivi,eurent suivi,aie suivi,ayons suivi,ayez suivi,suivant
sortir,to go out,False,sors,sors,sort,sortons,sortez,sortent,sortais,sortais,sortait,sortions,sortiez,sortaient,sortis,sortis,sortit,sortîmes,sortîtes,sortirent,sortirai,sortiras,sortira,sortirons,sortirez,sortiront,sortirais,sortirais,sortirait,sortirions,sortiriez,sortiraient,sorte,sortes,sorte,sortions,sortiez,sortent,sortisse,sortisses,sortît,sortissions,sortissiez,sortissent,sors,sortons,sortez,ai sorti,as sorti,a sorti,avons sorti,avez sorti,ont sorti,avais sorti,avais sorti,avait sorti,avions sorti,aviez sorti,avaient sorti,aurai sorti,auras sorti,aura sorti,aurons sorti,aurez sorti,auront sorti,aurais sorti,aurais sorti,aurait sorti,aurions sorti,auriez sorti,auraient sorti,aie sorti,aies sorti,ait sorti,ayons sorti,ayez sorti,aient sorti,eusse sorti,eusses sorti,eût sorti,eussions sorti,eussiez sorti,eussent sorti,eus sorti,eus sorti,eut sorti,eûmes sorti,eûtes sorti,eurent sorti,aie sorti,ayons sorti,ayez sorti,sortant
soutenir,to support,False,soutiens,soutiens,soutient,soutenons,soutenez,soutiennent,soutenais,soutenais,soutenait,soutenions,souteniez,soutenaient,soutins,soutins,soutint,soutînmes,soutîntes,soutinrent,soutiendrai,soutiendras,soutiendra,soutiendrons,soutiendrez,soutiendront,soutiendrais,soutiendrais,soutiendrait,soutiendrions,soutiendriez,soutiendraient,soutienne,soutiennes,soutienne,soutenions,souteniez,soutiennent,soutinsse,soutinsses,soutînt,soutinssions,soutinssiez,soutinssent,soutiens,soutenons,soutenez,ai soutenu,as soutenu,a soutenu,avons soutenu,avez soutenu,ont soutenu,avais soutenu,avais soutenu,avait soutenu,avions soutenu,aviez soutenu,avaient soutenu,aurai soutenu,auras soutenu,aura soutenu,aurons soutenu,aurez soutenu,auront soutenu,aurais soutenu,aurais soutenu,aurait soutenu,aurions soutenu,auriez soutenu,auraient soutenu,aie soutenu,aies soutenu,ait soutenu,ayons soutenu,ayez soutenu,aient soutenu,eusse soutenu,eusses soutenu,eût soutenu,eussions soutenu,eussiez soutenu,eussent soutenu,eus soutenu,eus soutenu,eut soutenu,eûmes soutenu,eûtes soutenu,eurent soutenu,aie soutenu,ayons soutenu,ayez soutenu,soutenant
souscrire,to subscribe,False,souscris,souscris,souscrit,souscrivons,souscrivez,souscrivent,souscrivais,souscrivais,souscrivait,souscrivions,souscriviez,souscrivaient,souscrivis,souscrivis,souscrivit,souscrivîmes,souscrivîtes,souscrivirent,souscrirai,souscriras,souscrira,souscrirons,souscrirez,souscriront,souscrirais,souscrirais,souscrirait,souscririons,souscririez,souscriraient,souscrive,souscrives,souscrive,souscrivions,souscriviez,souscrivent,souscrivisse,souscrivisses,souscrivît,souscrivissions,souscrivissiez,souscrivissent,souscris,souscrivons,souscrivez,ai souscrit,as souscrit,a souscrit,avons souscrit,avez souscrit,ont souscrit,avais souscrit,avais souscrit,avait souscrit,avions souscrit,aviez souscrit,avaient souscrit,aurai souscrit,auras souscrit,aura souscrit,aurons souscrit,aurez souscrit,auront souscrit,aurais souscrit,aurais souscrit,aurait souscrit,aurions souscrit,auriez souscrit,auraient souscrit,aie souscrit,aies souscrit,ait souscrit,ayons souscrit,ayez souscrit,aient souscrit,eusse souscrit,eusses souscrit,eût souscrit,eussions souscrit,eussiez souscrit,eussent souscrit,eus souscrit,eus souscrit,eut souscrit,eûmes souscrit,eûtes souscrit,eurent souscrit,aie souscrit,ayons souscrit,ayez souscrit,souscrivant
subvenir,to provide for,False,subviens,subviens,subvient,subvenons,subvenez,subviennent,subvenais,subvenais,subvenait,subvenions,subveniez,subvenaient,subvins,subvins,subvint,subvînmes,subvîntes,subvinrent,subviendrai,subviendras,subviendra,subviendrons,subviendrez,subviendront,subviendrais,subviendrais,subviendrait,subviendrions,subviendriez,subviendraient,subvienne,subviennes,subvienne,subvenions,subveniez,subviennent,subvinsse,subvinsses,subvînt,subvinssions,subvinssiez,subvinssent,subviens,subvenons,subvenez,ai subvenu,as subvenu,a subvenu,avons subvenu,avez subvenu,ont subvenu,avais subvenu,avais subvenu,avait subvenu,avions subvenu,aviez subvenu,avaient subvenu,aurai subvenu,auras subvenu,aura subvenu,aurons subvenu,aurez subvenu,auront subvenu,aurais subvenu,aurais subvenu,aurait subvenu,aurions subvenu,auriez subvenu,auraient subvenu,aie subvenu,aies subvenu,ait subvenu,ayons subvenu,ayez subvenu,aient subvenu,eusse subvenu,eusses subvenu,eût subvenu,eussions subvenu,eussiez subvenu,eussent subvenu,eus subvenu,eus subvenu,eut subvenu,eûmes subvenu,eûtes subvenu,eurent subvenu,aie subvenu,ayons subvenu,ayez subvenu,subvenant
suggérer,to suggest,False,suggère,suggères,suggère,suggérons,suggérez,suggèrent,suggérais,suggérais,suggérait,suggérions,suggériez,suggéraient,suggérai,suggéras,suggéra,suggérâmes,suggérâtes,suggérèrent,suggèrerai;suggérerai,suggèreras;suggéreras,suggèrera;suggérera,suggèrerons;suggérerons,suggèrerez;suggérerez,suggèreront;suggéreront,suggèrerais;suggérerais,suggèrerais;suggérerais,suggèrerait;suggérerait,suggèrerions;suggérerions,suggèreriez;suggéreriez,suggèreraient;suggéreraient,suggère,suggères,suggère,suggérions,suggériez,suggèrent,suggérasse,suggérasses,suggérât,suggérassions,suggérassiez,suggérassent,suggère,suggérons,suggérez,ai suggéré,as suggéré,a suggéré,avons suggéré,avez suggéré,ont suggéré,avais suggéré,avais suggéré,avait suggéré,avions suggéré,aviez suggéré,avaient suggéré,aurai suggéré,auras suggéré,aura suggéré,aurons suggéré,aurez suggéré,auront suggéré,aurais suggéré,aurais suggéré,aurait suggéré,aurions suggéré,auriez suggéré,auraient suggéré,aie suggéré,aies suggéré,ait suggéré,ayons suggéré,ayez suggéré,aient suggéré,eusse suggéré,eusses suggéré,eût suggéré,eussions suggéré,eussiez suggéré,eussent suggéré,eus suggéré,eus suggéré,eut suggéré,eûmes suggéré,eûtes suggéré,eurent suggéré,aie suggéré,ayons suggéré,ayez suggéré,suggérant
